layout,partner,seed,role_swap,timestep,teacher_role,macro_label,topology,partner_activity,primitive_action,reward
cramped_room,greedy_full_task,67,False,83,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,interact,0.0
cramped_room,greedy_full_task,67,False,84,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(-1, 0)",0.0
cramped_room,greedy_full_task,67,False,85,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(-1, 0)",0.0
cramped_room,greedy_full_task,67,False,86,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,87,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,interact,0.0
cramped_room,greedy_full_task,67,False,88,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,interact,0.0
cramped_room,greedy_full_task,67,False,89,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(0, 1)",0.0
cramped_room,greedy_full_task,67,False,90,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(-1, 0)",0.0
cramped_room,greedy_full_task,67,False,91,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(0, 1)",0.0
cramped_room,greedy_full_task,67,False,92,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,interact,0.0
cramped_room,greedy_full_task,67,False,93,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,94,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,95,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,interact,0.0
cramped_room,greedy_full_task,67,False,96,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,97,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(-1, 0)",0.0
cramped_room,greedy_full_task,67,False,98,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,99,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,interact,0.0
cramped_room,greedy_full_task,67,False,100,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(0, 1)",0.0
cramped_room,greedy_full_task,67,False,101,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,102,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,interact,0.0
cramped_room,greedy_full_task,67,False,103,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(0, 1)",0.0
cramped_room,greedy_full_task,67,False,104,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,105,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,interact,0.0
cramped_room,greedy_full_task,67,False,106,0,baseline:greedy_human_model,BOTTLENECK,PASSIVE,"(0, 1)",0.0
cramped_room,greedy_full_task,67,False,107,0,baseline:greedy_human_model,BOTTLENECK,PASSIVE,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,108,0,baseline:greedy_human_model,BOTTLENECK,PASSIVE,interact,0.0
cramped_room,greedy_full_task,67,False,109,0,baseline:greedy_human_model,BOTTLENECK,PASSIVE,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,110,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(0, 1)",0.0
cramped_room,greedy_full_task,67,False,111,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,interact,20.0
cramped_room,greedy_full_task,67,False,112,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,113,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,114,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,interact,0.0
cramped_room,greedy_full_task,67,False,115,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(-1, 0)",0.0
cramped_room,greedy_full_task,67,False,116,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(-1, 0)",0.0
cramped_room,greedy_full_task,67,False,117,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(0, 1)",0.0
cramped_room,greedy_full_task,67,False,118,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(-1, 0)",0.0
cramped_room,greedy_full_task,67,False,119,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,120,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,121,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,122,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,123,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(-1, 0)",0.0
cramped_room,greedy_full_task,67,False,124,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,125,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,126,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(-1, 0)",0.0
cramped_room,greedy_full_task,67,False,127,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(0, 1)",0.0
cramped_room,greedy_full_task,67,False,128,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,interact,0.0
cramped_room,greedy_full_task,67,False,129,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,130,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,131,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,interact,0.0
cramped_room,greedy_full_task,67,False,132,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,interact,0.0
cramped_room,greedy_full_task,67,False,133,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,interact,0.0
cramped_room,greedy_full_task,67,False,134,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(0, 1)",0.0
cramped_room,greedy_full_task,67,False,135,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,136,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,137,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,138,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,139,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,140,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,interact,0.0
cramped_room,greedy_full_task,67,False,141,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(0, 1)",0.0
cramped_room,greedy_full_task,67,False,142,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,143,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,144,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,interact,0.0
cramped_room,greedy_full_task,67,False,145,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(0, 1)",0.0
cramped_room,greedy_full_task,67,False,146,0,baseline:greedy_human_model,BOTTLENECK,DELIVERING,"(-1, 0)",0.0
cramped_room,greedy_full_task,67,False,147,0,baseline:greedy_human_model,BOTTLENECK,DELIVERING,"(-1, 0)",0.0
cramped_room,greedy_full_task,67,False,148,0,baseline:greedy_human_model,BOTTLENECK,DELIVERING,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,149,0,baseline:greedy_human_model,BOTTLENECK,DELIVERING,"(-1, 0)",0.0
cramped_room,greedy_full_task,67,False,150,0,baseline:greedy_human_model,BOTTLENECK,DELIVERING,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,151,0,baseline:greedy_human_model,BOTTLENECK,DELIVERING,interact,20.0
cramped_room,greedy_full_task,67,False,152,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(0, 1)",0.0
cramped_room,greedy_full_task,67,False,153,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,154,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(-1, 0)",0.0
cramped_room,greedy_full_task,67,False,155,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,interact,0.0
cramped_room,greedy_full_task,67,False,156,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,157,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,158,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(0, 1)",0.0
cramped_room,greedy_full_task,67,False,159,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,160,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,161,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,162,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(-1, 0)",0.0
cramped_room,greedy_full_task,67,False,163,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,164,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,165,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,166,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(-1, 0)",0.0
cramped_room,greedy_full_task,67,False,167,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(0, 1)",0.0
cramped_room,greedy_full_task,67,False,168,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,interact,0.0
cramped_room,greedy_full_task,67,False,169,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,170,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,171,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,interact,0.0
cramped_room,greedy_full_task,67,False,172,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,interact,0.0
cramped_room,greedy_full_task,67,False,173,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,interact,0.0
cramped_room,greedy_full_task,67,False,174,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,175,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,interact,0.0
cramped_room,greedy_full_task,67,False,176,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,interact,0.0
cramped_room,greedy_full_task,67,False,177,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(0, 1)",0.0
cramped_room,greedy_full_task,67,False,178,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,179,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,180,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,interact,0.0
cramped_room,greedy_full_task,67,False,181,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(0, 1)",0.0
cramped_room,greedy_full_task,67,False,182,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,183,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,184,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,interact,0.0
cramped_room,greedy_full_task,67,False,185,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(0, 1)",0.0
cramped_room,greedy_full_task,67,False,186,0,baseline:greedy_human_model,BOTTLENECK,DELIVERING,"(-1, 0)",0.0
cramped_room,greedy_full_task,67,False,187,0,baseline:greedy_human_model,BOTTLENECK,DELIVERING,"(-1, 0)",0.0
cramped_room,greedy_full_task,67,False,188,0,baseline:greedy_human_model,BOTTLENECK,DELIVERING,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,189,0,baseline:greedy_human_model,BOTTLENECK,DELIVERING,"(-1, 0)",0.0
cramped_room,greedy_full_task,67,False,190,0,baseline:greedy_human_model,BOTTLENECK,DELIVERING,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,191,0,baseline:greedy_human_model,BOTTLENECK,DELIVERING,interact,20.0
cramped_room,greedy_full_task,67,False,192,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(0, 1)",0.0
cramped_room,greedy_full_task,67,False,193,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,194,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(-1, 0)",0.0
cramped_room,greedy_full_task,67,False,195,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,interact,0.0
cramped_room,greedy_full_task,67,False,196,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,197,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,198,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(0, 1)",0.0
cramped_room,greedy_full_task,67,False,199,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,200,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,201,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,202,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,203,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(-1, 0)",0.0
cramped_room,greedy_full_task,67,False,204,0,baseline:greedy_human_model,BOTTLENECK,FILLING_POT,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,205,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,206,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,207,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,208,0,baseline:greedy_human_model,BOTTLENECK,UNKNOWN,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,209,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,interact,0.0
cramped_room,greedy_full_task,67,False,210,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,interact,0.0
cramped_room,greedy_full_task,67,False,211,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,interact,0.0
cramped_room,greedy_full_task,67,False,212,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,interact,0.0
cramped_room,greedy_full_task,67,False,213,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(0, 1)",0.0
cramped_room,greedy_full_task,67,False,214,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,215,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,216,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,interact,0.0
cramped_room,greedy_full_task,67,False,217,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(0, 1)",0.0
cramped_room,greedy_full_task,67,False,218,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(0, -1)",0.0
cramped_room,greedy_full_task,67,False,219,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(1, 0)",0.0
cramped_room,greedy_full_task,67,False,220,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,interact,0.0
cramped_room,greedy_full_task,67,False,221,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(0, 1)",0.0
cramped_room,greedy_full_task,67,False,222,0,baseline:greedy_human_model,BOTTLENECK,SEEKING_DISH,"(0, -1)",0.0
