action_0,action_1,done,episode_id,layout_name,reward,role_swap,shaped_r_by_agent,sparse_r_by_agent,timestep
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",53
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",54
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",55
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",56
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",57
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",58
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",59
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",60
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",61
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",62
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",63
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",64
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",65
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",66
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",67
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",68
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",69
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",70
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",71
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",72
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",73
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",74
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",75
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",76
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",77
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",78
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",79
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",80
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",81
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",82
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",83
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",84
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",85
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",86
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",87
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",88
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",89
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",90
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",91
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",92
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",93
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",94
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",95
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",96
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",97
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",98
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",99
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",100
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",101
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",102
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",103
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",104
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",105
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",106
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",107
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",108
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",109
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",110
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",111
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",112
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",113
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",114
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",115
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",116
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",117
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",118
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",119
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",120
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",121
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",122
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",123
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",124
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",125
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",126
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",127
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",128
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",129
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",130
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",131
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",132
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",133
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",134
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",135
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",136
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",137
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",138
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",139
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",140
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",141
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",142
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",143
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",144
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",145
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",146
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",147
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",148
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",149
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",150
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",151
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",152
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",153
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",154
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",155
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",156
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",157
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",158
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",159
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",160
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",161
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",162
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",163
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",164
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",165
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",166
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",167
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",168
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",169
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",170
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",171
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",172
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",173
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",174
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",175
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",176
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",177
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",178
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",179
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",180
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",181
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",182
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",183
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",184
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",185
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",186
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",187
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",188
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",189
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",190
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",191
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",192
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",193
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",194
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",195
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",196
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",197
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",198
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",199
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",200
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",201
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",202
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",203
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",204
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",205
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",206
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",207
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",208
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",209
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",210
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",211
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",212
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",213
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",214
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",215
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",216
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",217
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",218
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",219
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",220
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",221
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",222
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",223
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",224
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",225
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",226
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",227
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",228
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",229
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",230
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",231
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",232
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",233
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",234
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",235
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",236
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",237
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",238
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",239
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",240
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",241
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",242
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",243
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",244
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",245
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",246
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",247
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",248
stay,stay,True,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",249
