action_0,action_1,done,episode_id,layout_name,reward,role_swap,shaped_r_by_agent,sparse_r_by_agent,timestep
→,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",46
←,interact,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",47
←,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",48
←,←,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",49
←,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",50
←,←,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",51
→,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",52
stay,←,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",53
↓,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",54
↓,↑,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",55
stay,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",56
→,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",57
stay,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",58
↑,↑,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",59
←,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",60
↑,↑,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",61
→,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",62
stay,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",63
stay,↑,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",64
←,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",65
stay,interact,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",66
stay,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",67
↓,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",68
stay,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",69
↑,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",70
→,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",71
←,→,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",72
←,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",73
←,→,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",74
↓,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",75
↓,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",76
↓,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",77
↓,interact,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",78
↑,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",79
←,←,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",80
stay,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",81
↓,←,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",82
stay,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",83
↓,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",84
↓,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",85
↑,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",86
←,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",87
↓,→,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",88
stay,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",89
↑,→,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",90
←,↑,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",91
←,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",92
stay,interact,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",93
stay,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",94
←,→,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",95
→,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",96
stay,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",97
↓,interact,False,0,maze_kitchen,0.0,False,"[0, 3]","[0, 0]",98
→,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",99
↑,↑,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",100
←,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",101
←,interact,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",102
stay,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",103
stay,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",104
stay,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",105
←,interact,False,0,maze_kitchen,0.0,False,"[0, 3]","[0, 0]",106
→,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",107
→,→,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",108
←,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",109
stay,↑,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",110
stay,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",111
↑,interact,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",112
↓,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",113
stay,←,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",114
↑,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",115
←,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",116
→,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",117
↑,interact,False,0,maze_kitchen,0.0,False,"[0, 3]","[0, 0]",118
stay,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",119
→,interact,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",120
←,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",121
↓,←,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",122
→,←,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",123
↓,←,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",124
↓,←,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",125
→,←,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",126
→,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",127
←,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",128
↑,←,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",129
stay,←,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",130
←,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",131
↓,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",132
→,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",133
←,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",134
→,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",135
stay,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",136
→,interact,False,0,maze_kitchen,0.0,False,"[0, 3]","[0, 0]",137
stay,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",138
↑,→,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",139
←,→,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",140
←,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",141
stay,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",142
stay,→,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",143
↑,→,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",144
↓,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",145
→,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",146
stay,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",147
↓,interact,False,0,maze_kitchen,0.0,False,"[0, 5]","[0, 0]",148
↑,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",149
stay,→,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",150
↑,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",151
→,→,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",152
↓,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",153
←,→,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",154
↑,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",155
↑,→,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",156
stay,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",157
↑,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",158
↑,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",159
←,interact,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",160
↓,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",161
↑,↑,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",162
stay,↑,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",163
stay,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",164
→,↑,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",165
→,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",166
→,↑,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",167
←,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",168
→,←,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",169
↑,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",170
stay,↑,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",171
↑,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",172
→,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",173
stay,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",174
→,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",175
↓,↑,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",176
→,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",177
↓,interact,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",178
↑,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",179
→,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",180
→,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",181
stay,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",182
→,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",183
↓,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",184
→,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",185
←,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",186
←,←,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",187
←,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",188
←,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",189
→,interact,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",190
↓,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",191
↑,↑,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",192
↑,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",193
←,→,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",194
→,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",195
stay,↑,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",196
→,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",197
stay,↑,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",198
↓,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",199
↑,interact,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",200
stay,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",201
stay,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",202
↑,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",203
←,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",204
→,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",205
←,←,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",206
↓,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",207
↓,←,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",208
←,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",209
→,←,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",210
←,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",211
stay,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",212
stay,interact,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",213
↑,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",214
↑,←,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",215
←,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",216
←,←,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",217
←,←,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",218
→,←,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",219
↑,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",220
stay,↑,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",221
←,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",222
stay,→,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",223
←,↑,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",224
stay,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",225
→,interact,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",226
→,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",227
↑,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",228
↓,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",229
↑,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",230
↑,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",231
↓,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",232
→,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",233
→,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",234
→,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",235
stay,→,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",236
stay,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",237
←,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",238
↑,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",239
→,→,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",240
stay,→,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",241
→,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",242
←,↓,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",243
↑,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",244
→,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",245
↓,stay,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",246
↑,interact,False,0,maze_kitchen,0.0,False,"[0, 3]","[0, 0]",247
→,↑,False,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",248
↓,stay,True,0,maze_kitchen,0.0,False,"[0, 0]","[0, 0]",249
