action_0,action_1,done,episode_id,layout_name,reward,role_swap,shaped_r_by_agent,sparse_r_by_agent,timestep
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",54
→,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",55
↑,↑,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",56
interact,stay,False,0,cramped_room,0.0,False,"[3, 0]","[0, 0]",57
interact,interact,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",58
↓,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",59
←,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",60
←,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",61
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",62
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",63
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",64
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",65
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",66
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",67
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",68
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",69
stay,↓,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",70
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",71
stay,←,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",72
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",73
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",74
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",75
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",76
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",77
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",78
↓,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",79
interact,stay,False,0,cramped_room,0.0,False,"[3, 0]","[0, 0]",80
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",81
↑,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",82
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",83
→,←,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",84
interact,←,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",85
interact,↓,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",86
interact,↓,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",87
interact,interact,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",88
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",89
interact,→,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",90
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",91
↑,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",92
interact,←,False,0,cramped_room,0.0,False,"[5, 0]","[0, 0]",93
↓,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",94
→,↑,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",95
↓,↑,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",96
interact,→,False,0,cramped_room,20.0,False,"[0, 0]","[20, 0]",97
stay,→,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",98
stay,→,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",99
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",100
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",101
stay,↓,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",102
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",103
stay,↑,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",104
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",105
stay,←,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",106
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",107
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",108
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",109
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",110
stay,→,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",111
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",112
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",113
stay,←,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",114
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",115
stay,←,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",116
↑,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",117
stay,↑,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",118
→,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",119
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",120
←,interact,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",121
↑,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",122
interact,←,False,0,cramped_room,0.0,False,"[3, 0]","[0, 0]",123
←,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",124
←,interact,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",125
←,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",126
←,↓,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",127
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",128
→,→,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",129
↑,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",130
interact,stay,False,0,cramped_room,0.0,False,"[3, 0]","[0, 0]",131
←,↑,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",132
←,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",133
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",134
→,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",135
→,interact,False,0,cramped_room,0.0,False,"[0, 3]","[0, 0]",136
→,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",137
→,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",138
→,↓,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",139
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",140
↑,←,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",141
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",142
interact,↑,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",143
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",144
interact,interact,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",145
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",146
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",147
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",148
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",149
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",150
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",151
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",152
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",153
interact,→,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",154
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",155
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",156
stay,↓,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",157
stay,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",158
interact,→,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",159
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",160
interact,↑,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",161
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",162
interact,↑,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",163
interact,interact,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",164
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",165
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",166
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",167
interact,↓,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",168
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",169
interact,interact,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",170
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",171
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",172
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",173
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",174
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",175
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",176
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",177
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",178
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",179
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",180
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",181
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",182
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",183
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",184
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",185
interact,←,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",186
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",187
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",188
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",189
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",190
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",191
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",192
interact,↑,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",193
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",194
interact,↓,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",195
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",196
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",197
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",198
interact,↑,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",199
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",200
interact,←,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",201
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",202
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",203
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",204
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",205
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",206
interact,→,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",207
interact,←,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",208
interact,←,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",209
interact,←,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",210
interact,→,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",211
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",212
interact,←,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",213
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",214
interact,→,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",215
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",216
interact,←,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",217
interact,←,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",218
interact,→,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",219
interact,←,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",220
interact,←,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",221
interact,→,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",222
interact,→,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",223
interact,←,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",224
interact,←,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",225
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",226
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",227
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",228
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",229
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",230
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",231
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",232
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",233
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",234
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",235
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",236
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",237
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",238
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",239
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",240
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",241
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",242
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",243
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",244
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",245
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",246
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",247
interact,stay,False,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",248
interact,stay,True,0,cramped_room,0.0,False,"[0, 0]","[0, 0]",249
